epoch,step,train_loss_epoch,train_loss_step
0,0,44.00972366333008,
1,1,34.37725830078125,
2,2,29.20600700378418,
3,3,28.79203224182129,
4,4,27.44710350036621,
5,5,26.729156494140625,
6,6,27.842700958251953,
7,7,27.165668487548828,
8,8,26.561193466186523,
9,9,26.515714645385742,
10,10,26.208484649658203,
11,11,26.13250732421875,
12,12,26.400798797607422,
13,13,26.35955810546875,
14,14,26.65372085571289,
15,15,26.556848526000977,
16,16,27.138689041137695,
17,17,26.227426528930664,
18,18,26.450977325439453,
19,19,26.500953674316406,
20,20,27.23615074157715,
21,21,26.603612899780273,
22,22,26.628734588623047,
23,23,26.64737892150879,
24,24,26.143817901611328,
25,25,26.057588577270508,
26,26,26.317502975463867,
27,27,26.302099227905273,
28,28,26.19778060913086,
29,29,27.32454490661621,
30,30,26.21714973449707,
31,31,25.383939743041992,
32,32,25.575185775756836,
33,33,26.72317886352539,
34,34,25.178058624267578,
35,35,26.270633697509766,
36,36,26.129873275756836,
37,37,26.85677719116211,
38,38,25.71687889099121,
39,39,26.096378326416016,
40,40,26.31352424621582,
41,41,25.817052841186523,
42,42,27.777868270874023,
43,43,25.43979835510254,
44,44,26.342376708984375,
45,45,27.756349563598633,
46,46,25.76634979248047,
47,47,26.334190368652344,
48,48,26.338035583496094,
49,49,,26.0707950592041
49,49,26.0707950592041,
50,50,26.980548858642578,
51,51,26.74091911315918,
52,52,26.58529281616211,
53,53,26.396774291992188,
54,54,25.752918243408203,
55,55,26.075592041015625,
56,56,24.902935028076172,
57,57,26.28372573852539,
58,58,26.046403884887695,
59,59,26.470643997192383,
60,60,27.369524002075195,
61,61,26.436491012573242,
62,62,26.245574951171875,
63,63,25.769712448120117,
64,64,26.202123641967773,
65,65,26.40229606628418,
66,66,27.757091522216797,
67,67,26.59551239013672,
68,68,26.354236602783203,
69,69,25.72575569152832,
70,70,25.829456329345703,
71,71,26.40502166748047,
72,72,26.366100311279297,
73,73,26.148225784301758,
74,74,26.122264862060547,
75,75,26.795059204101562,
76,76,26.711463928222656,
77,77,26.786338806152344,
78,78,26.553741455078125,
79,79,26.13033676147461,
80,80,26.246793746948242,
81,81,25.932741165161133,
82,82,26.531394958496094,
83,83,24.48272132873535,
84,84,26.422975540161133,
85,85,25.561161041259766,
86,86,26.464406967163086,
87,87,26.338274002075195,
88,88,26.019718170166016,
89,89,26.47905731201172,
90,90,26.272769927978516,
91,91,26.34160614013672,
92,92,24.523300170898438,
93,93,26.21584129333496,
94,94,26.633955001831055,
95,95,26.480915069580078,
96,96,26.112567901611328,
97,97,25.37841033935547,
98,98,25.951446533203125,
99,99,,26.52552032470703
99,99,26.52552032470703,
100,100,26.957046508789062,
101,101,27.800731658935547,
102,102,26.657365798950195,
103,103,26.44858741760254,
104,104,25.592496871948242,
105,105,26.099416732788086,
106,106,25.827590942382812,
107,107,26.38471221923828,
108,108,24.76155662536621,
109,109,26.651670455932617,
110,110,26.518075942993164,
111,111,25.405797958374023,
112,112,26.76947784423828,
113,113,26.37094497680664,
114,114,25.907943725585938,
115,115,26.03866195678711,
116,116,27.0085506439209,
117,117,26.150875091552734,
118,118,26.170345306396484,
119,119,23.252777099609375,
120,120,25.14191246032715,
121,121,25.853099822998047,
122,122,22.687532424926758,
123,123,22.57102394104004,
124,124,21.921085357666016,
125,125,20.68391990661621,
126,126,21.061338424682617,
127,127,19.811506271362305,
128,128,19.07564353942871,
129,129,17.3372802734375,
130,130,18.89719581604004,
131,131,16.95650863647461,
132,132,17.644569396972656,
133,133,17.072284698486328,
134,134,16.255821228027344,
135,135,15.98820686340332,
136,136,14.798929214477539,
137,137,14.418741226196289,
138,138,14.66933822631836,
139,139,14.996429443359375,
140,140,14.713987350463867,
141,141,15.50008487701416,
142,142,14.461484909057617,
143,143,14.231267929077148,
144,144,13.927993774414062,
145,145,13.271957397460938,
146,146,13.327816009521484,
147,147,12.558783531188965,
148,148,12.84774398803711,
149,149,,12.940069198608398
149,149,12.940069198608398,
150,150,13.679120063781738,
151,151,13.303207397460938,
152,152,13.004741668701172,
153,153,13.043527603149414,
154,154,12.649336814880371,
155,155,12.458880424499512,
156,156,11.594053268432617,
157,157,11.737058639526367,
158,158,13.821067810058594,
159,159,11.750361442565918,
160,160,12.589072227478027,
161,161,12.429422378540039,
162,162,11.835587501525879,
163,163,13.00047779083252,
164,164,11.848448753356934,
165,165,12.76582145690918,
166,166,12.271156311035156,
167,167,11.801998138427734,
168,168,11.40492057800293,
169,169,12.245952606201172,
170,170,12.414745330810547,
171,171,12.045526504516602,
172,172,12.038403511047363,
173,173,13.1128568649292,
174,174,10.962217330932617,
175,175,11.120856285095215,
176,176,11.496997833251953,
177,177,10.530176162719727,
178,178,12.578817367553711,
179,179,11.525617599487305,
180,180,9.809420585632324,
181,181,10.90443229675293,
182,182,11.063741683959961,
183,183,11.142595291137695,
184,184,11.244540214538574,
185,185,10.98469066619873,
186,186,11.279017448425293,
187,187,10.918224334716797,
188,188,12.407588958740234,
189,189,11.417092323303223,
190,190,10.74677848815918,
191,191,11.046889305114746,
192,192,10.871269226074219,
193,193,11.145414352416992,
194,194,11.174095153808594,
195,195,11.19601058959961,
196,196,11.55784797668457,
197,197,10.969436645507812,
198,198,9.724958419799805,
199,199,,10.180314064025879
199,199,10.180314064025879,
200,200,11.304159164428711,
201,201,10.245976448059082,
202,202,10.436882972717285,
203,203,10.903996467590332,
204,204,11.240331649780273,
205,205,9.609762191772461,
206,206,10.445772171020508,
207,207,10.072607040405273,
208,208,11.663865089416504,
209,209,8.714942932128906,
210,210,10.579412460327148,
211,211,10.338894844055176,
212,212,10.100088119506836,
213,213,11.229479789733887,
214,214,10.617579460144043,
215,215,10.436705589294434,
216,216,10.039626121520996,
217,217,10.541163444519043,
218,218,10.654702186584473,
219,219,10.730006217956543,
220,220,10.686147689819336,
221,221,10.545256614685059,
222,222,11.98740005493164,
223,223,9.352822303771973,
224,224,10.547802925109863,
225,225,11.13696002960205,
226,226,10.342061996459961,
227,227,10.380901336669922,
228,228,10.171034812927246,
229,229,10.20782470703125,
230,230,10.775751113891602,
231,231,9.923578262329102,
232,232,9.945262908935547,
233,233,10.665310859680176,
234,234,10.23937702178955,
235,235,9.795537948608398,
236,236,10.635647773742676,
237,237,9.991868019104004,
238,238,10.6674165725708,
239,239,9.981489181518555,
240,240,9.718689918518066,
241,241,9.629426956176758,
242,242,9.636948585510254,
243,243,10.003501892089844,
244,244,9.782302856445312,
245,245,9.818025588989258,
246,246,9.3021240234375,
247,247,9.543185234069824,
248,248,10.039029121398926,
249,249,,7.978003978729248
249,249,7.978003978729248,
250,250,9.166478157043457,
251,251,8.982524871826172,
252,252,9.602091789245605,
253,253,8.66112995147705,
254,254,9.371818542480469,
255,255,8.248497009277344,
256,256,9.651565551757812,
257,257,8.820137977600098,
258,258,9.132254600524902,
259,259,8.850008010864258,
260,260,9.356475830078125,
261,261,9.892265319824219,
262,262,9.19378662109375,
263,263,8.542287826538086,
264,264,9.51297378540039,
265,265,9.651251792907715,
266,266,8.15877914428711,
267,267,9.498034477233887,
268,268,9.652809143066406,
269,269,9.100698471069336,
270,270,8.915597915649414,
271,271,9.492134094238281,
272,272,9.015850067138672,
273,273,8.814476013183594,
274,274,8.628484725952148,
275,275,9.4149808883667,
276,276,8.213940620422363,
277,277,8.886009216308594,
278,278,9.47367000579834,
279,279,8.081442832946777,
280,280,8.713112831115723,
281,281,7.7964982986450195,
282,282,9.050024032592773,
283,283,8.622211456298828,
284,284,8.152545928955078,
285,285,8.8436861038208,
286,286,7.426830291748047,
287,287,8.940146446228027,
288,288,8.444357872009277,
289,289,8.436139106750488,
290,290,9.156421661376953,
291,291,8.174450874328613,
