epoch,step,train_loss
49,49,0.9995614886283875
99,99,0.9977357983589172
149,149,0.6946191787719727
199,199,0.5509772300720215
249,249,0.5362631678581238
299,299,0.5183236002922058
349,349,0.4957118034362793
399,399,0.4797063171863556
449,449,0.4509873390197754
499,499,0.43293267488479614
549,549,0.4140642285346985
599,599,0.38971084356307983
649,649,0.36308014392852783
699,699,0.3400285840034485
749,749,0.31933674216270447
799,799,0.3002583384513855
849,849,0.2811245620250702
899,899,0.2641088366508484
949,949,0.24701891839504242
999,999,0.23255732655525208
1049,1049,0.21680454909801483
1099,1099,0.20335033535957336
1149,1149,0.19148768484592438
1199,1199,0.17883870005607605
1249,1249,0.1679769903421402
1299,1299,0.16074669361114502
1349,1349,0.14821964502334595
1399,1399,0.13944099843502045
1449,1449,0.13103191554546356
1499,1499,0.12393040210008621
1549,1549,0.11672847718000412
1599,1599,0.11132626980543137
1649,1649,0.10413455963134766
1699,1699,0.0994594544172287
1749,1749,0.09373175352811813
1799,1799,0.08929677307605743
1849,1849,0.08465585112571716
1899,1899,0.0802968367934227
1949,1949,0.07671743631362915
1999,1999,0.07318708300590515
