score_thresh,dist_thresh,ap,precision,recall,f1,tp,fp,fn,num_preds,num_targets,num_frames,fp_per_frame,mean_loc_error,mean_depth_error,mean_lateral_error,mean_euclidean_error,mean_range_error,mean_bearing_error_deg,mean_depth_bias,mean_lateral_bias
0.25,1.0,0.6434343359302743,0.602158273381295,0.627906976744186,0.6147631289019465,837,553,496,1390,1333,1072,0.5158582089552238,0.331222677828325,0.230212976143494,0.17781296059969934,0.3312226933592667,0.2430180384509563,0.8296570445138773,-0.02370371983754877,0.060508753886288354
0.25,1.5,0.6828719739791557,0.6345323741007194,0.6616654163540885,0.6478149100257069,882,508,451,1390,1333,1072,0.47388059701492535,0.3995272353166543,0.28245000666231257,0.2065388182697653,0.3995272545250459,0.30606906793622407,0.9360608597947604,-0.029867210085429842,0.05599361436775212
0.25,2.0,0.6978393854837023,0.6453237410071943,0.6729182295573893,0.6588321704002938,897,493,436,1390,1333,1072,0.45988805970149255,0.43000426405422115,0.3052895614003125,0.22018519145256965,0.4300042847829112,0.336620682190199,0.9785909515108192,-0.0209892750317968,0.053477271328137205
0.3,0.5,0.48697498477032264,0.5966460723742277,0.5071267816954238,0.5482562854825628,676,457,657,1133,1333,1072,0.42630597014925375,0.2584092072807797,0.17083235182000336,0.15214477423247855,0.25840922221985674,0.17097213518677237,0.7730496693230773,-0.021972817076733833,0.05473802973841422
0.3,1.0,0.6434343359302743,0.7105030891438658,0.6039009752438109,0.6528791565287916,805,328,528,1133,1333,1072,0.30597014925373134,0.3282541195386611,0.22770911270046826,0.1768583122895371,0.3282541331948891,0.24156421351751683,0.8279532419419123,-0.03129547782566237,0.06234664234870709
0.3,1.5,0.6828719739791557,0.7378640776699029,0.6271567891972993,0.6780210867802109,836,297,497,1133,1333,1072,0.27705223880597013,0.3783033898571291,0.2649663127780531,0.1974755560524726,0.3783034077224121,0.2908304362276509,0.8810452128736331,-0.043305439812144596,0.049044697977709426
0.3,2.0,0.6978393854837023,0.7466902030008826,0.6346586646661665,0.6861313868613138,846,287,487,1133,1333,1072,0.2677238805970149,0.4018823620714211,0.28248114732422164,0.20795222754033182,0.40188238239816054,0.31451356440338185,0.907168899739853,-0.03797727273711076,0.04444369944979395
0.35,0.5,0.48697498477032264,0.6888412017167382,0.4816204051012753,0.5668874172185431,642,290,691,932,1333,1072,0.27052238805970147,0.25675971283954296,0.16958646165247646,0.15089557541540108,0.25675972722941187,0.16864447098456417,0.7774147033521833,-0.02753833298371217,0.050734721739251296
0.35,1.0,0.6434343359302743,0.8100858369098712,0.5663915978994749,0.6666666666666666,755,177,578,932,1333,1072,0.16511194029850745,0.3196895003070734,0.2248093731355983,0.16798249954814154,0.3196895202197625,0.23373392257887315,0.8097735444972852,-0.04094456363197983,0.05809027051294087
0.35,1.5,0.6828719739791557,0.8347639484978541,0.5836459114778695,0.6869757174392936,778,154,555,932,1333,1072,0.14365671641791045,0.3578228880166218,0.2526858698739491,0.18402610558317375,0.3578229096012457,0.2722770453164594,0.8471720674891454,-0.05498349390789905,0.04800629866690133
0.35,2.0,0.6978393854837023,0.8444206008583691,0.5903975993998499,0.6949227373068433,787,145,546,932,1333,1072,0.13526119402985073,0.37477491110675326,0.26474459259149535,0.19170299214056516,0.37477493289736047,0.2890442315732456,0.8672166749268917,-0.0562409130712022,0.043212937373369745
0.4,0.5,0.48697498477032264,0.7503217503217503,0.4373593398349587,0.5526066350710901,583,194,750,777,1333,1072,0.18097014925373134,0.2503745954211613,0.1637180616270821,0.14848432370412,0.2503746155197287,0.16095073479980318,0.7846413407498984,-0.03437650101467021,0.04373789236179551
0.4,1.0,0.6434343359302743,0.8674388674388674,0.5056264066016504,0.6388625592417061,674,103,659,777,1333,1072,0.0960820895522388,0.30862135131824436,0.21717735709351674,0.16113204674833959,0.3086213755767623,0.22421802560133983,0.8049926895769804,-0.04981164903952035,0.04630641000295605
0.4,1.5,0.6828719739791557,0.8906048906048906,0.5191297824456114,0.6559241706161137,692,85,641,777,1333,1072,0.07929104477611941,0.34151629351660523,0.2419345861225459,0.17300921590255863,0.34151631566831225,0.256548173249841,0.8386285008664905,-0.06057504284588588,0.03622938563368913
0.4,2.0,0.6978393854837023,0.8983268983268984,0.5236309077269318,0.661611374407583,698,79,635,777,1333,1072,0.07369402985074627,0.3548419643363407,0.2536239890451076,0.17708170924196953,0.35484198687710233,0.2695770614715169,0.8545761257114253,-0.06364347258406587,0.035855584636458694
0.45,0.5,0.48697498477032264,0.8181818181818182,0.38484621155288823,0.523469387755102,513,114,820,627,1333,1072,0.10634328358208955,0.24741918695597453,0.15755255552295588,0.1519607046862327,0.24741921165214034,0.1564729797571617,0.7973150693173423,-0.03843895315426832,0.039705142131906734
0.45,1.0,0.6434343359302743,0.9282296650717703,0.436609152288072,0.5938775510204082,582,45,751,627,1333,1072,0.04197761194029851,0.2970167123910891,0.20637240688415737,0.1598785946536105,0.2970167399313805,0.21058014150541268,0.8143583612161428,-0.050953678249083846,0.03875549676543249
0.45,1.5,0.6828719739791557,0.9505582137161085,0.44711177794448614,0.6081632653061225,596,31,737,627,1333,1072,0.028917910447761194,0.32037688061498343,0.22881263534494695,0.16347000011611704,0.32037690770196947,0.23521857877495983,0.8256850660800159,-0.061582515703751735,0.0391895535133229
0.45,2.0,0.6978393854837023,0.9569377990430622,0.450112528132033,0.6122448979591837,600,27,733,627,1333,1072,0.025186567164179104,0.3290693916944278,0.23592540264129638,0.1658627590412895,0.32906941991932026,0.24409588995808876,0.8293569070843909,-0.06981015046437582,0.03587052803486586
