score_thresh,dist_thresh,ap,precision,recall,f1,tp,fp,fn,num_preds,num_targets,num_frames,fp_per_frame,mean_loc_error,mean_depth_error,mean_lateral_error,mean_euclidean_error,mean_range_error,mean_bearing_error_deg,mean_depth_bias,mean_lateral_bias
0.1,0.5,0.45021817523158036,0.2866799204771372,0.5408852213053263,0.37474012474012475,721,1794,612,2515,1333,1072,1.6735074626865671,0.23465381266503693,0.15406595122962982,0.1418187815215485,0.23465380546071427,0.16516390654852267,0.6272355016759701,-0.018923228061480266,-0.007759149399445226
0.1,1.0,0.6401268633273678,0.3717693836978131,0.7014253563390848,0.4859667359667359,935,1580,398,2515,1333,1072,1.4738805970149254,0.35264371934841526,0.2534403999858999,0.18855943844758252,0.35264371281659623,0.2724382098748733,0.8118476380739159,0.017429986229554856,0.0036282857551294214
0.1,1.5,0.6972228193504453,0.39721669980119284,0.7494373593398349,0.5192307692307692,999,1516,334,2515,1333,1072,1.414179104477612,0.44137571088001004,0.3147417985879862,0.23391829821112398,0.44137571295888217,0.3580899847945938,0.8997364289223821,0.05522294135184379,0.03570396300998178
0.1,2.0,0.7166135289297524,0.4067594433399602,0.7674418604651163,0.5317047817047817,1023,1492,310,2515,1333,1072,1.3917910447761195,0.4890720159738896,0.35255869672445256,0.2505522339531054,0.48907201742534506,0.40602152910234257,0.9526453344425134,0.06382055319882092,0.03287614940985207
0.15,0.5,0.45021817523158036,0.3778851315083199,0.5281320330082521,0.4405506883604506,704,1159,629,1863,1333,1072,1.0811567164179106,0.23218569800036593,0.1527026349847967,0.14038341456431558,0.23218569160848368,0.16395723253060873,0.6225176188799071,-0.01789571480317549,-0.006310789824717424
0.15,1.0,0.6401268633273678,0.4836285560923242,0.6759189797449362,0.5638297872340425,901,962,432,1863,1333,1072,0.8973880597014925,0.34585185684254277,0.2489685424821623,0.18470327364287023,0.34585185076780345,0.26739449460251624,0.7956445713804579,0.015486729925665818,0.003980284608429201
0.15,1.5,0.6972228193504453,0.5201288244766505,0.7269317329332333,0.6063829787234042,969,894,364,1863,1333,1072,0.8339552238805971,0.43428063867232164,0.30954484477008704,0.2299337505494601,0.43428064253468474,0.35222326904142576,0.8892067782995212,0.05173591046879535,0.03724391046446297
0.15,2.0,0.7166135289297524,0.5319377348362856,0.7434358589647412,0.6201501877346683,991,872,342,1863,1333,1072,0.8134328358208955,0.4760128890451521,0.3428021285656603,0.24408858327343533,0.4760128950111605,0.39437873608452156,0.9332047892152702,0.056829050258478654,0.02851021345460451
0.2,0.5,0.45021817523158036,0.47026657552973344,0.5161290322580645,0.4921316165951359,688,775,645,1463,1333,1072,0.7229477611940298,0.23184675257637902,0.1518468648888344,0.14080883326485408,0.23184675031353147,0.1643592341742528,0.6183229816632282,-0.01919314750405245,-0.005092502918181031
0.2,1.0,0.6401268633273678,0.5933014354066986,0.6511627906976745,0.6208869814020028,868,595,465,1463,1333,1072,0.5550373134328358,0.3383594313947983,0.24306205945080875,0.18116774621166393,0.33835943143365865,0.26068550875140417,0.7770045291234788,0.008468184602974747,0.0025766761587237433
0.2,1.5,0.6972228193504453,0.6370471633629529,0.6991747936984246,0.6666666666666667,932,531,401,1463,1333,1072,0.49533582089552236,0.4218979681926491,0.3017989770537282,0.22308532081448468,0.42189797686120944,0.3408832155215622,0.8665739654507892,0.03988895600445792,0.04068618021553678
0.2,2.0,0.7166135289297524,0.6507177033492823,0.714178544636159,0.6809728183118741,952,511,381,1463,1333,1072,0.4766791044776119,0.455025267125629,0.3287483614032008,0.23516879111778835,0.45502527559431394,0.37389609483954966,0.9101344501253369,0.04200306659986993,0.035435834038658305
0.25,0.5,0.45021817523158036,0.5564853556485355,0.4988747186796699,0.5261075949367089,665,530,668,1195,1333,1072,0.4944029850746269,0.22935796083624815,0.1513081629473464,0.1381623278210934,0.22935796355215574,0.16495765328348339,0.605970988187799,-0.021378471259783982,-0.002939810900759876
0.25,1.0,0.6401268633273678,0.695397489539749,0.6234058514628658,0.6574367088607596,831,364,502,1195,1333,1072,0.33955223880597013,0.33303777497963505,0.24063637110300443,0.17621527777180057,0.3330377778870665,0.2590308435365739,0.750787634439716,0.005430867669097497,0.004865083865884122
0.25,1.5,0.6972228193504453,0.7405857740585774,0.6639159789947486,0.7001582278481011,885,310,448,1195,1333,1072,0.2891791044776119,0.4017215927973018,0.2910209499509995,0.20919407431015188,0.40172159983011074,0.3250784553085258,0.8251504896690921,0.035932871177371616,0.034116732602739064
0.25,2.0,0.7166135289297524,0.7531380753138075,0.6751687921980495,0.7120253164556962,900,295,433,1195,1333,1072,0.2751865671641791,0.4253716041577067,0.31308475653330486,0.21497850875059762,0.42537161037098453,0.34895478692256915,0.8468172662041477,0.04027054733700222,0.035632280508677165
0.3,0.5,0.45021817523158036,0.6353754940711462,0.48237059264816207,0.5484008528784649,643,369,690,1012,1333,1072,0.34421641791044777,0.22684292811595821,0.1501081275346676,0.1367421833505712,0.22684293176487721,0.1621650651172971,0.6091970639092614,-0.02047252877503865,-0.004466856237425589
0.3,1.0,0.6401268633273678,0.7776679841897233,0.5903975993998499,0.6712153518123667,787,225,546,1012,1333,1072,0.20988805970149255,0.3206038979361706,0.2315142078957079,0.17145446447473317,0.3206039044844177,0.24847222151760184,0.7379181630482828,0.0002559670347725118,0.007284965351924509
0.3,1.5,0.6972228193504453,0.8181818181818182,0.6211552888222055,0.7061833688699359,828,184,505,1012,1333,1072,0.17164179104477612,0.3726534585625962,0.27331278174395723,0.19037423103795822,0.37265346997372434,0.29727377694486795,0.805304498857168,0.024044718719334994,0.02144252999285281
0.3,2.0,0.7166135289297524,0.8310276679841897,0.6309077269317329,0.7172707889125799,841,171,492,1012,1333,1072,0.15951492537313433,0.3938305507736734,0.29456310294896326,0.19413355837147528,0.3938305609102006,0.31865162109574857,0.8217302638814958,0.02477916554236667,0.02552786690053418
0.35,0.5,0.45021817523158036,0.7173144876325088,0.4568642160540135,0.5582034830430798,609,240,724,849,1333,1072,0.22388059701492538,0.22359092875378703,0.14968455757805083,0.13388024269311102,0.22359093445385161,0.15996129423713026,0.6052925285293841,-0.025460327004368472,-0.010702921190774695
0.35,1.0,0.6401268633273678,0.8515901060070671,0.5423855963990998,0.6626947754353804,723,126,610,849,1333,1072,0.11753731343283583,0.3011913983876341,0.21535098404310551,0.16406593904579328,0.30119140868063116,0.2313643657734922,0.7084335635851772,-0.0032656835817202494,0.0017918138809883413
0.35,1.5,0.6972228193504453,0.8810365135453475,0.5611402850712678,0.685609532538955,748,101,585,849,1333,1072,0.09421641791044776,0.3328537037080518,0.2442125317884639,0.17038684064412818,0.3328537159949897,0.26052192002987096,0.74249179374453,0.013851147921965084,0.005513617828647721
0.35,2.0,0.7166135289297524,0.8881036513545347,0.5656414103525882,0.6911090742438131,754,95,579,849,1333,1072,0.08861940298507463,0.34448394712930364,0.2562183840521451,0.17173558668250746,0.34448395921560865,0.2721941235298082,0.7520693726158559,0.004807969303282882,0.006837457823579444
0.4,0.5,0.45021817523158036,0.7659863945578231,0.4223555888972243,0.5444874274661509,563,172,770,735,1333,1072,0.16044776119402984,0.22030456302946874,0.14741175466913525,0.13199802879806521,0.2203045701420657,0.1561325613581195,0.6115879637030385,-0.032186503096965025,-0.012816779447808782
0.4,1.0,0.6401268633273678,0.889795918367347,0.490622655663916,0.632495164410058,654,81,679,735,1333,1072,0.07555970149253731,0.2851009957124321,0.2046625934974134,0.15408517668644586,0.2851010016088722,0.21754616308212094,0.682525410054264,-0.020625294530792704,-0.010330797859470414
0.4,1.5,0.6972228193504453,0.9115646258503401,0.5026256564141035,0.6479690522243714,670,65,663,735,1333,1072,0.06063432835820896,0.3094494525247852,0.22692577305124767,0.15798467451067114,0.3094494598937588,0.23967997605803887,0.7072178568323699,-0.0025147438049316407,-0.007623933188950838
0.4,2.0,0.7166135289297524,0.9170068027210885,0.5056264066016504,0.6518375241779496,674,61,659,735,1333,1072,0.05690298507462686,0.318365588595903,0.23610050529683732,0.15895367221414866,0.31836559846631884,0.24858675479702114,0.7140924992413049,-0.007409663157930006,-0.005672095083695137
0.45,0.5,0.45021817523158036,0.8138747884940778,0.36084021005251316,0.5,481,110,852,591,1333,1072,0.10261194029850747,0.2130236615948392,0.140898915685388,0.12872112672504912,0.21302366879929807,0.14941283859580842,0.602467339126221,-0.03673928691047145,-0.018032925462896265
0.45,1.0,0.6401268633273678,0.9289340101522843,0.4118529632408102,0.5706860706860706,549,42,784,591,1333,1072,0.03917910447761194,0.2709033830138383,0.1907997226888799,0.15072841551460203,0.2709033935600523,0.20318057298003056,0.6700543083093538,-0.02709593798944859,-0.0184476540876868
0.45,1.5,0.6972228193504453,0.9458544839255499,0.41935483870967744,0.5810810810810811,559,32,774,591,1333,1072,0.029850746268656716,0.2910460097747378,0.2076913794379328,0.15564103059350698,0.29104601829976107,0.2209900046194566,0.6985996061768733,-0.009680402513480143,-0.015494500161923322
0.45,2.0,0.7166135289297524,0.949238578680203,0.42085521380345087,0.5831600831600832,561,30,772,591,1333,1072,0.027985074626865673,0.29674830122386425,0.21352534965610334,0.15620458922921654,0.2967483126373297,0.22690068393990437,0.6973399658642025,-0.009478336987010935,-0.01432083268216587
