epoch,step,train_loss_epoch
0,1,7.906981468200684
1,3,6.867084980010986
2,5,6.535523414611816
3,7,6.291445255279541
4,9,6.297329425811768
5,11,6.272017478942871
6,13,6.391867637634277
7,15,6.62299108505249
8,17,6.258455753326416
9,19,5.954043388366699
