epoch,step,train_loss
49,49,0.9980706572532654
99,99,0.7037959694862366
149,149,0.5421012043952942
199,199,0.5157190561294556
249,249,0.4758645296096802
299,299,0.4354420602321625
349,349,0.38943928480148315
399,399,0.3463272452354431
449,449,0.3086985647678375
499,499,0.27182185649871826
